Name;Symbol;Coin Market Cap;Price;Volume;max_supply;total_supply
JulSwap; JULD; 16463543,680690734; 0,029239366492747505;1933263.45086622;800000000;799383875.3500402
Olyseum; OLY; 16357190,931721011; 0,013220446058033299;1272869.67676541;5000000000;5000000000
Monetha; MTH; 16296354,20144091; 0,0404978981149128;518556.55847659;None;402400000
Dogs Of Elon; DOE; 16217506,500794018; 0,08441707837049635;2802137.72244294;1000000000;940000000
BnkToTheFuture; BFT; 16214416,445905752; 0,02221287933299174;77532.16009251;None;1000000000
Konomi Network; KONO; 16177492,95145372; 0,4949028815250413;1103763.94601216;100000000;100000000
PolkaWar; PWAR; 16045489,090533903; 0,8412518395057806;4928253.18116458;100000000;88323348
Hord; HORD; 16013610,700222863; 0,1960715109259017;1441239.84461876;320000000;320000000
Era Swap; ES; 15851826,215325855; 0,015895016822627003;434177.84268045;9100000000;2097550005
Safe Haven; SHA; 15826081,257360151; 0,005265084035120414;2052808.04333639;None;8500000000
Pallapay; PALLA; 15780291,574052043; 0,0405332781993872;712206.52807252;10000000000;1999999999
DAFI Protocol; DAFI; 15769138,92338429; 0,03253622188616784;949678.49571356;2250000000;2250000000
e-Money; NGM; 15748462,018221976; 0,7969754090716084;279747.05652336;None;102993397
Etherisc DIP Token; DIP; 15739366,506751202; 0,0820382018990696;68952.23885146;1000000000;1000000000
Matrix AI Network; MAN; 15715672,58883868; 0,07333421768877553;1900488.34501859;1000000000;647450055.959024
BetU; BETU; 15712938,207105711; 0,14602011662460368;1018080.15214372;1000000000;923811536
REPO; REPO; 15687149,141843474; 0,6949409973327852;1414456.10223871;356999900;356999900
ZooKeeper; ZOO; 15647566,193758514; 0,19807639805829005;831800.23324361;155157120;78997630.95022425
BIDR; BIDR; 15634476,096585391; 6,926631310998742e-05;40635430.54992539;None;315700000000
Agoras; AGRS; 15621621,433719568; 0,8678678574288649;16665.8375144;42000000;42000000
Nxt; NXT; 15600758,183376832; 0,015616375472286994;417948.49181134;1000000000;998999941.50769
Cratos; CRTS; 15542879,039289111; 0,002520491011230777;6590730.26784903;100000000000;100000000000
Venus LINK; vLINK; 15499085,919382099; 0,5014698761051138;0;None;30907312
Pawthereum; PAWTH; 15465029,731723364; 0,022370983295564358;34250.47082697;1000000000;857999602.56
Cirus Foundation; CIRUS; 15348634,736678302; 0,4533744398504157;1894385.46510093;250000000;250000000
DECOIN; DTEP; 15140267,342277577; 0,27059821312928556;374037.503571;140000000;78561497.72989105
Pepe Cash; PEPECASH; 15130761,618451394; 0,021557353386649665;31.52082174;None;701884009
Blank Wallet; BLANK; 15037370,40258989; 0,7753294464484108;1661427.64203378;125000000;124999999.99998416
Mirrored Twitter; mTWTR; 15017871,559287857; 46,80393635766424;217321.3905633;None;320867.703189
Zuki Moba; ZUKI; 15006730,656599026; 0,4547068491425907;2420647.08730766;1000000000;1000000000
Project Pai; PAI; 14965022,546295904; 0,009451623896136576;688600.73675711;None;1786418990
InsurAce; INSUR; 14944655,59580633; 1,3264534518916742;1499042.62017171;100000000;100000000
Bitcoin 2; BTC2; 14892411,092932686; 0,8294662142973871;11.18491233;21000000;17954210.595
USDJ; USDJ; 14836155,56645536; 0,9991503601880405;2434951.06133024;None;14848771.67402831
Tiger King; TKING; 14662280,580786588; 2,433576514266565e-05;476939.93623647;None;710999305800
Green Ben; EBEN; 14618232,26427407; 1,0424704482482596;11.09188557;None;14022682.64662866
Mirrored United States Oil Fund; mUSO; 14603112,12354244; 49,869968202911075;154273.3839201;None;292823.770493
Vidya; VIDYA; 14588430,642209169; 0,36239407690375264;455596.65394651;50000000;50000000
FIBOS; FO; 14528293,882246401; 0,013557658685391077;372831.0896017;None;1075771761.0869
Decentr; DEC; 14508139,557808394; 0,14541798666597586;533663.88474957;None;1000000000
Dovu; DOV; 14456285,954794878; 0,020223884730636372;101748.30458266;None;963761390.35
ROOBEE; ROOBEE; 14447115,69267997; 0,005665641061318062;1434955.94987774;5400000000;5400000000
CWV Chain; CWV; 14427165,693394283; 0,004074420495695111;9789.9892873;None;10000000000
Lympo; LYM; 14424809,616990734; 0,01744923323143043;703248.82015079;None;999999999.017098
Infinitecoin; IFC; 14390560,675858837; 0,00015884365653320804;84.32950159;None;90595753018.63142
Waves Enterprise; WEST; 14357311,802252613; 0,34211833735320474;1024800.12619802;None;400000000
Offshift; XFT; 14323478,53577694; 3,4850312739116642;109499.73298407;10000000;10000000
Dragon Kart; KART; 14319272,734810289; 2,227582832475805;2285389.50018967;100000000;11254166.66666667
UniLayer; LAYER; 14299524,44017002; 0,5699128550419105;2806686.19105906;40000000;40000000
BiFi; BIFI; 14299040,522131534; 0,05860216044041737;509910.64665158;1000000000;1000000000
Everex; EVX; 14301627,092715906; 0,6300276252297756;1175222.86877541;None;25000000
Blocery; BLY; 14240236,249241853; 0,03683825394086049;1073451.17597022;1000000000;1000000000
Birake; BIR; 14110073,87995129; 0,1412573945598886;32627.29601997;None;103892398.66904624
CryptoBlades; SKILL; 14064315,17954582; 16,315048077490037;2018597.14409466;1000000;1000000
DOSE; DOSE; 14036071,864515929; 0,36289772562012074;4008335.39776151;5000000000;5000000000
Blocknet; BLOCK; 14026610,055450637; 1,700378002395251;471279.89209497;None;8249112.86531109
My DeFi Pet; DPET; 13981134,31819353; 2,032672732806074;3286172.6975831;None;100000000
Enecuum; ENQ; 13885290,19657343; 0,07020238107974909;237826.11819826;350000000;197789447.922
Geeq; GEEQ; 13871061,785531402; 1,261324158549441;365252.7945534;100000000;100000000
Kattana; KTN; 13822271,33919322; 6,960077151280515;440377.85748717;None;10000000
Swop; SWOP; 13785473,665928245; 8,197317119516951;48408.94365966;6000000;1811805.75256752
Graphlinq Protocol; GLQ; 13827245,347935745; 0,040668381229752276;5576709.18935421;500000000;499999972.79754
LOCGame; LOCG; 13774581,336958054; 0,274410487092558;839079.31333925;150000000;148053144.44444445
Bone ShibaSwap; BONE; 13768490,778415369; 1,9738924111023277;1914534.57872922;250000000;158797646.31186867
Lambda; LAMB; 13762650,48671719; 0,009399601960263314;3270485.58447342;10000000000;6000000000
PRIZM; PZM; 13654350,149105452; 0,0047011825677611;618799.98758068;6000000000;6000000000
Duck DAO (DLP Duck Token); DUCK; 13652476,25716565; 0,4359140238113196;420333.36525678;89223745;95986126.46717
0xBitcoin; 0xBTC; 13600938,725218788; 2,370926554325995;1120516.11220595;None;20999984
Sylo; SYLO; 13613624,625449069; 0,005598588046943145;1701030.29489287;10000000000;10000000000
Monavale; MONA; 13523352,247373246; 1491,7594316525376;301427.60578214;10000;9999.02986087
My Master War; MAT; 13510995,560107404; 2,2612544870472644;1743570.50898116;100000000;100000000
TenX; PAY; 13477321,768335765; 0,06567311327171996;262731.37380716;None;205218255.94857776
TrueChain; TRUE; 13405182,706186345; 0,16845857668762235;2930671.13405852;None;100000000
Bholdus; BHO; 13335842,3942803; 0,029374102190044712;4683024.3835601;10000000000;10000000000
ArdCoin; ARDX; 13336994,126522524; 0,04800796294988505;36717.05970848;None;5158308000
88mph; MPH; 13300133,949387854; 33,27847550446494;263933.8375071;None;417689.74133621
Juventus Fan Token; JUV; 13289378,224814272; 10,09883354520923;6499983.63848223;20000000;20000000
The Crypto Prophecies; TCP; 13268618,582864944; 0,1639672614964348;1210919.84828915;250000000;245798131
Cobak Token; CBK; 13248643,498718198; 4,71706917131949;16994537.46784449;100000000;100000000
Nestree; EGG; 13228578,609222913; 0,005853662952449878;706027.22727673;None;2994901340
CumStar; CUMSTAR; 13223749,115842458; 2,236317577505205e-08;932576.62637843;1000000000000000;1000000000000000
SALT; SALT; 13220329,45802284; 0,16467033059347716;37979.19008328;None;120000000
Mirrored Alibaba; mBABA; 13185855,188172244; 133,6927625913162;154925.61346135;None;98628.040386
PECULIUM; PCL; 13161292,72346264; 0,006174141467019856;3596239.97131448;2205023208;2205023208.2890034
BitBall; BTB; 13093499,871458204; 0,021533229286372656;418810.05100523;None;0
Equalizer; EQZ; 13019844,78120661; 0,3779345364646331;371595.24066434;100000000;100000000
Atomic Wallet Coin; AWC; 13014474,245147834; 1,2273569551004948;70052.00139909;None;100000000
Pawtocol; UPI; 12996839,198657703; 0,050390115682784224;1699868.23470446;1000000000;1000000000
Polker; PKR; 12919150,671138173; 0,2013852171995556;1618953.1365993;1000000000;1000000000
Tokenomy; TEN; 12899711,487966001; 0,06449855743983;29543.02082282;None;200000000
Moeda Loyalty Points; MDA; 12908836,3453654; 0,6576448113293732;924183.3581807;None;19628888
DeFi Yield Protocol; DYP; 12802171,265302725; 0,70941227016511;1048550.82974799;25651531;30000000
Strips Finance; STRP; 12671998,195718477; 4,9444871578883065;1042769.49173343;100000000;100000000
Muse; MUSE; 12641760,160519976; 24,858245457748787;213173.39297449;None;508554
apM Coin; APM; 12641041,26983705; 0,03493206568521465;476120.22312788;None;1812500000
MEET.ONE; MEETONE; 12623426,025251133; 0,006597821381047335;9698.9542822;None;10000000000
Trabzonspor Fan Token; TRA; 12545521,315706313; 5,324282351238778;2489045.28494348;None;10000000
Revolve Games; RPG; 12531318,504446875; 1,0595083579532605;1511532.03373333;None;95000000
UpBots; UBXT; 12430159,414342642; 0,030869925968708186;364841.26849382;None;499730119.52012587
ASPO World; ASPO; 12425575,966638535; 1,1399684187548484;2561681.84443728;500000000;500000000
Big Data Protocol; BDP; 12418671,68786134; 0,3400758712607671;3977147.25592269;80000000;64923252.85185185
Bitcoin Private; BTCP; 12410065,451917915; 2,5931226929046214;127.69214629;22873588;22815307
Legend of Fantasy War; LFW; 12400110,548497085; 1,7166822018325536;2197906.80156225;200000000;200000000
YOYOW; YOYOW; 12393369,796044337; 0,02443380643540518;1183851.9949087;None;1055021700.9261
Diamond; DMD; 12355506,644246077; 3,387334735818195;34826.95469757;4380000;3647559.98679347
LuaSwap; LUA; 12321533,861296859; 0,0959614518577341;205164.09088498;500000000;222201753.58270356
Refinable; FINE; 12278223,138966447; 0,2990324665705885;1357240.04674718;None;500000000
Signata; SATA; 12225898,039716242; 0,3363911442728618;456463.29906618;100000000;100000000
ACENT; ACE; 12205212,049500106; 0,10123522086830133;2516166.33319005;2000000000;2000000000
STEM CELL COIN; SCC; 12187900,11904233; 0,038009017813303354;6303.74889876;5000000000;5000000000
Venus DOT; vDOT; 12159974,006156476; 0,7303619753856962;0;None;16649243
Float Protocol (Bank); BANK; 12120098,249094563; 93,39050465188095;374453.70895295;None;171544.58766721
Anchor Neural World; ANW; 12042997,244096672; 0,043745316890927;1932936.3664172;1000000000;1000000000
Plasma Finance; PPAY; 12039459,409079991; 0,09778932483386463;392023.19379369;1000000000;1000000000
Dentacoin; DCN; 12027484,48395325; 2,1171223978827992e-05;479642.53588655;7899848965678;7899848965678
Public Mint; MINT; 12015302,071566448; 0,17336318956063432;94631.83645989;250000000;250000000
Step Hero; HERO; 11943060,532512344; 0,9221650570733256;1348942.7697715;100000000;100000000
smARTOFGIVING; AOG; 11893267,37974651; 0,16119801159252567;6299.17349766;2700000000;2003485057.90082
TFL.io; TFL; 11884370,211764636; 1,9023310852192865;344039.23287727;None;8924667
RealFevr; FEVR; 11719331,803997815; 0,0071883268672393065;287300.48026989;16000000000;16000000000
Decentral Games ICE; ICE; 11612409,687118573; 0,14302846277189316;436733.31313389;None;142740870
Advanced Technology Coin; ARC; 11492535,210452748; 0,3851958670930295;450.97642906;None;29835562.09256306
SuperLauncher; LAUNCH; 11472694,47292208; 2,580918279532997;562215.28194509;12000000;6200000
Valor Token; VALOR; 11577529,003644507; 0,5778363447558864;7430752.01663581;None;75000000
Attila; ATT; 11414547,842694428; 0,02534410609090138;136339.80572828;3000000000;3000000000
Tachyon Protocol; IPX; 11331156,85845685; 0,042461287726076505;306980.36944938;1500000000;1000000000
MahaDAO; MAHA; 11366057,578003723; 3,7965106171775314;493871.28681833;10000000;9997846.07721052
Dotmoovs; MOOV; 11277130,264538666; 0,02273614972689247;962979.08163991;1000000000;1000000000
AXIS Token; AXIS; 11249597,337807368; 0,035105126121236584;260416.64484271;1500000000;1500000000
Nord Finance; NORD; 11200530,6940174; 3,5854844536548365;957279.86690007;10000000;9800000
Ripio Credit Network; RCN; 11180809,61343399; 0,021991945800859964;107227.57750124;None;999942647.353
Hiveterminal Token; HVN; 11006934,606406244; 0,022013869212812488;22818.76886245;None;500000000
Sakura; SKU; 10994352,68599835; 0,20744061671695002;619109.87245556;1000000000;1000000000
APIX; APIX; 10956138,821908416; 0,08902033645136229;1434106.41075173;204047845;204047845.21
Razor Network; RAZOR; 10952755,682608342; 0,06450293232238903;2524377.97635131;1000000000;1000000000
Spheroid Universe; SPH; 10927790,37504758; 0,16094930230284382;144107.18355137;2008574001;2110689818.748361
Bridge Oracle; BRG; 10924212,217614416; 0,001365156705397087;116.98071494;10000000000;10000000000
Global Coin Research; GCR; 10810717,321886154; 2,7026793304715384;3847.72147785;10000000;4000000
EasyFi; EZ; 10796988,96417854; 4,276316587405705;1287298.02493936;10000000;10000000
Idle; IDLE; 10782587,700471269; 3,7578185081042763;362728.99455888;13000000;13000000
Metaverse Dualchain Network Architecture; DNA; 10733243,220847098; 0,0005328348947389658;179891.19038305;None;100000000000
HEROcoin; PLAY; 10729627,691428434; 0,043154025033318465;162854.96971951;None;252165028.70539504
BullPerks; BLP; 10728449,907770073; 0,619180023274138;4589279.62729105;300000000;300000000
GAMB; GMB; 10783091,32895207; 0,0021566182701036507;1430144.26565378;None;5000000000
PRIVATEUM INITIATIVE; PVM; 10701090,448839735; 1,7835150748066224;146688.06126606;80000000;80000000
FantomStarter; FS; 10700639,191571862; 0,10338147654664026;578332.14862546;None;996433300
Wownero; WOW; 10682084,102924962; 0,2052295407273964;23888.45548402;184467440;52049447
BaaSid; BAAS; 10633891,22015608; 0,002126778244031216;353658.59823914;None;10000000000
Earneo; RNO; 10598763,064557517; 0,04163680016028392;29504.62769278;None;650000000
PieDAO DOUGH v2; DOUGH; 10529098,055293906; 0,7122607353636659;181218.98828076;None;87161996.46257955
PLATINCOIN; PLC; 10517805,707382157; 2,1031098141103235;156357.0031745;None;655658075.75835
Chronicle; XNL; 10478891,425912693; 0,8407776175051002;1770424.86519957;100000000;100000000
VelasPad; VLXPAD; 10463255,18300816; 0,7861525236526304;2811516.20687876;1000000000;104701004.22128424
Redpanda Earth; REDPANDA; 10424654,805912204; 2,6113739902395e-11;161566.14691696;1000000000000000000;423409004878392960
Receive Access Ecosystem; RAE; 10342419,456724666; 1,67219514828952;28692.2215427;34000000;6184935.69204759
High Performance Blockchain; HPB; 10346543,977521485; 0,14159779741906878;1309054.41387093;None;101119949.75
BHPCoin; BHP; 10294449,237367135; 0,5101925090083895;1593972.07253164;100000000;52881277.67
Mist; MIST; 10262562,934147079; 0,1820988858428434;4390898.35789633;1000000000;1000000000
AS Roma Fan Token; ASR; 10253283,496627903; 4,801934909718768;6774315.79925115;None;10000000
Anchor; ANCT; 10215661,878705174; 0,7961;26460.34126912;None;759493671
Viberate; VIB; 10145450,086189296; 0,05154553581196136;1434844.23582636;None;200000000
Plian; PI; 10149407,663092323; 0,011658610127256;88121.76336598;2100000000;1561546868
Internxt; INXT; 10133005,433391165; 16,09411030383821;241715.06192065;1119294;1119294
Bithao; BHAO; 10136631,026380975; 0,18716542379743;0;2100000000;2100000000
Autonio; NIOX; 10078450,39843771; 0,1067178045111746;521777.63913033;300000000;315000000
Innovation Blockchain Payment; IBP; 10015211,130942374; 0,053269790999672946;549776.84983901;2000000000;2000000000
Unido EP; UDO; 10014383,9444176; 0,20477121114138339;866019.05275111;None;115000000
Ubiq; UBQ; 10003495,910320792; 0,23477370003103998;6272.85875216;None;42609099.353966
Monolith; TKN; 9941995,324039992; 0,2971347525976404;2925.63699454;None;39406759.9283204
Crowny; CRWNY; 9891558,262776861; 0,03323248704327208;247696.24752954;900000000;900000000
Empty Set Dollar; ESD; 9862479,00080082; 0,022112579470975228;76832.799411;None;446012144.97595006
OIN Finance; OIN; 9833346,409938594; 0,29842548796107377;184651.0091756;100000000;100000000
Kambria; KAT; 9830644,17512956; 0,004496967364245252;172370.96520226;5000000000;3098854699.998901
QLC Chain; QLC; 9762284,315104889; 0,04067618464627037;5710997.98348998;None;600000000
Metrix Coin; MRX; 9758122,60977229; 0,0005845545232272247;1010828.39597275;30000000000;17938263369
Litecoin Cash; LCC; 9727899,944709698; 0,013044584977746247;1821.32524939;840000000;745742387.4584944
Safex Token; SFT; 9698619,054312954; 0,005142498768293186;255.59247946;1885974016;1885974016
Ryoshi Token; RYOSHI; 9675594,271747993; 3,4452191469203784e-08;193734.80074594;1000000000000000;338015481254008.44
SaTT; SATT; 9643363,647533963; 0,002971854002460655;347875.73018459;None;12270063309.622978
Landshare; LAND; 9585461,500001954; 7,8383824278593215;1015952.92487398;10000000;3790359.45574368
Databroker; DTX; 9577676,040467978; 0,11509752281573682;1450.75175528;225000000;225000000
Pluton; PLU; 9570358,917900516; 11,232822223370455;769461.8598075;20000000;20000000
CryptoZoon; ZOON; 9542070,47406115; 0,012227250093659166;16659149.41501037;None;997959688.454
Covesting; COV; 9532397,93859696; 0,5625345561677937;479725.44077093;None;18925444.21152613
DeFiner; FIN; 9515881,359489534; 0,19077068467340788;1155132.6283083;None;168000000
BlockBank; BBANK; 9466809,415537924; 0,11401092606723663;591315.87318442;400000000;400000000
Lith Token; LITH; 9464159,685145; 0,00172075630639;139520.7613037;10000000000;10000000000
Gulden; NLG; 9448372,60594278; 0,01698299416480427;36967.62403472;700000000;556343158
KickToken; KICK; 9440176,758156631; 0,006564894726651141;930640.68256983;1438444641;1437978391.3111153
Spiking; SPIKE; 9376680,69211423; 0,02117135935927;0;None;5000000000
Tixl; TXL; 9323641,341105927; 0,13901194506803716;212437.77395932;600000000;600000000
Tokoin; TOKO; 9311811,00120797; 0,052119120600335175;1235454.64857208;1992959226;2000000000
Linker Coin; LNC; 9208679,487449659; 0,08165449420930793;1434.56909628;None;500000000
Einsteinium; EMC2; 9200703,334660254; 0,04141281045330067;73963.0928283;245465283;222170464.49999973
CBC.network; CBC; 9164734,13172786; 0,0587992924982738;103033.76468018;401647958;401647957.75
Raze Network; RAZE; 9179275,39594057; 0,14233440644488612;1207539.16868951;120000000;120000000
Bonded Finance; BOND; 9167675,320471194; 0,023864870113698016;126301.54247164;None;1000000000
StakeCubeCoin; SCC; 9139955,351325247; 1,0280815721189078;13619.69343582;18000000;9763107.70289651
Moniwar; MOWA; 9129245,908694118; 0,8444553064558576;9046304.05999213;300000000;300000000
Plant Vs Undead; PVU; 9002830,372557046; 0,23162083456992102;1491655.09305466;300000000;300000000
Origin Dollar; OUSD; 8983092,949057998; 0,9977969858655924;3335203.17530048;None;18887835.41040789
Hyve; HYVE; 8960675,817056479; 0,3493975490214313;347116.26234568;100000000;99207917.48398775
Pundi X NEM; NPXSXEM; 8925125,61888588; 0,00027687093827411473;10009.61492868;106784637943;44748244753.68
Mobius; MOBI; 8846613,480861975; 0,016127750977184455;34412.38410879;None;888000000
Polytrade; TRADE; 8794804,618618345; 1,3685621482029882;6707846.84256002;100000000;100000000
Project TXA; TXA; 8781687,929242495; 3,4188219948702168;47916.05869374;50000000;50000000
Onooks; OOKS; 8779205,174947886; 0,8033713076517942;334338.39205351;12000000;12000000
CyberVein; CVT; 8734420,354308689; 0,008236876013011245;106011.02799951;2147483648;2147483648
Carboncoin; CARBON; 8731875,50824277; 0,00056729877333;0;None;15392022543.9363
HitChain; HIT; 8709962,129523186; 0,0001417637065352081;907619.03889144;None;102400000000
Spore; SPORE; 8683642,167776076; 2,35895802574619e-10;237002.26296845;9007199254740991;37792811903623070
Gem Exchange And Trading; GXT; 8680513,494594691; 0,18430068841185615;23940372.73071065;500000000;500000000
Levolution; LEVL; 8676460,116460891; 0,06798480226135249;46156.70604366;None;311000000
DEXA COIN; DEXA; 8590470,619420854; 0,00034361882477683414;646646.88559738;None;100000000000
Impossible Finance; IF; 8575155,53669715; 1,4290351574096836;294040.01787269;21000000;15551000
AAX Token; AAB; 8514749,683066769; 1,1352992008760594;389975.53053251;50000000;25000000.00000028
Fenerbahçe Token; FB; 8503904,553718489; 3,90087364849472;2878422.4686511;190700000;28630000
Paribus; PBX; 8445633,072763037; 0,016678020181275524;3242580.14735791;10000000000;10000000000
Opium; OPIUM; 8443548,286170127; 2,029111835461594;61588.46192136;100000000;0
NFT Index; NFTI; 8369475,101713751; 3752,8417572264675;11358.90750926;None;2230.17
Basid Coin; BASID; 8352530,965646296; 0,009857399111752374;723633.60500237;None;10000000000
ALLY; ALY; 8237990,098013547; 0,0035817348252232812;18407.94756768;None;10000000000
Hydro Protocol; HOT; 8236450,192727966; 0,01173283503237602;585752.34048312;None;1560000000
AMLT; AMLT; 8217775,473859053; 0,027098303054253592;12753.88992244;400000000;400000000
IG Gold; IGG; 8195366,640920914; 0,0009253461353022596;52676.04552417;None;48132126676
VeriDocGlobal; VDG; 8201149,631414809; 0,0008234598417021219;447299.00732907;None;50000000000
Realio Network; RIO; 8188757,382524902; 1,24666797345705;215935.21126985;99999893;96381237.9575625
Arsenal Fan Token; AFC; 8161483,067109598; 4,072866645894961;970569.29035948;None;40000000
UREEQA; URQA; 8119327,377747641; 0,2931155700527764;112506.84168814;100000000;100000000
MetaverseX; METAX; 8094429,68679859; 4,761429227528582;3263318.21210023;20000000;20000000
Cappasity; CAPP; 8085581,59157028; 0,012190464064043215;216056.09072048;None;865795081.4
Kalata; KALA; 8071315,880728354; 0,23060902516366724;206262.29738129;200000000;200000000
Blockzero Labs; XIO; 8020813,537513481; 0,21919336371229248;275780.20881738;None;100000000
NewYorkCoin; NYC; 8004696,74315907; 5,5680548007299406e-05;4801.69825899;None;143761098437.99847
ASKO; ASKO; 7996761,708885767; 0,061029349242120175;268639.39512396;138509844;138509844.12125728
HorusPay; HORUS; 7977073,475605687; 0,00913899513640802;0;1200000000;1200000000
Ronin Gamez; RONINGMZ; 7980829,720711235; 0,0009732719171599067;566180.57093315;10000000000;10000000000
ClinTex CTi; CTI; 7960699,366152073; 0,06955906488995549;289080.09164205;191311840;191311840.17229617
Carbon; CRBN; 7917047,590086255; 0,24289090072019073;473079.60629875;50000000;50000000
Rotharium; RTH; 7895055,206507336; 2,1658341969160273;150717.40865963;None;5207470.24862486
TOP; TOP; 7887640,242582901; 0,0014308865214975638;437203.10475451;None;20000000000
Polis; POLIS; 7862243,372191322; 0,7996675022621931;181631.7246663;25000000;9831890.566954
DinoSwap; DINO; 7857293,4347707005; 0,12519052104919284;467084.93404654;None;131989110.05221398
Pillar; PLR; 7833128,373498381; 0,030203133637693447;152972.93787425;800000000;800000000
Hakka.Finance; HAKKA; 7817558,884919488; 0,023041272913109367;121890.5506958;None;635982513
Idena; IDNA; 7804695,885309148; 0,14433106519613137;154421.12377882;None;77264396.051387
Achain; ACT; 7714542,6788130645; 0,0077145426943144345;1353766.02972672;1000000000;1000000000
BOLT; BOLT; 7704190,807417479; 0,0077719380138907635;230393.41511672;None;995000000
Standard Protocol; STND; 7657975,782094174; 0,570327777656813;798288.16964099;100000000;100000000
All Sports; SOC; 7647189,973084645; 0,005098126649751878;1290727.65865761;None;1500000000
Lympo Market Token; LMT; 7646584,923905782; 0,24925657152545225;490872.60724011;1250000000;1250000000
Effect Network; EFX; 7644469,65027988; 0,03031492364112669;208123.02423152;None;650000000
Skrumble Network; SKM; 7642929,686104196; 0,007480739794007186;26110897.39466984;None;1500000000
LiquidApps; DAPP; 7578546,617369303; 0,010675478420000424;22476.010681;None;1056939327.1283
SwftCoin; SWFTC; 7548702,556755349; 0,0018848196151411158;5945242.18988743;10000000000;10000000000
Cyclone Protocol; CYC; 7493789,21442339; 340,95806713886145;258907.26510455;50000;21978.62416721
HTMLCOIN; HTML; 7435299,287080961; 0,00014011066645525403;11874.66294047;None;80434575000
Prosper; PROS; 7420120,145911074; 1,658200037921901;2450973.47682841;100000000;100000000
FRAKT Token; FRKT; 7394696,273846586; 1,564257950457966;239530.97415479;None;50000000
Bismuth; BIS; 7366039,989450154; 0,3211270173567499;1807.72813689;None;30068695.53696594
Newton; NEW; 7323350,39722641; 0,0003559864049308348;1260481.17067442;98823661261;98823661261.46
UnMarshal; MARSH; 7278038,0267280135; 1,025639404221599;4724814.29310929;None;100000000
RocketX; RVF; 7269028,747329316; 0,1124792772927754;439221.76499483;100000000;100000000
EUNO; EUNO; 7241951,296299986; 0,0011338648658972177;2293.44692082;8000000000;6386961545.51847
Jade Currency; JADE; 7243037,60943472; 0,13499932676699222;2139170.44672654;None;90000000
DigitalNote; XDN; 7216486,662149778; 0,0009102899859388495;17275.11316147;10000000000;8067960831.762633
Horizon Protocol; HZN; 7175630,477985206; 0,17939076194963016;695570.80403858;100000000;100000000
Formation Fi; FORM; 7137325,719887266; 0,08949286404940715;976667.83713896;1000000000;1000000000
Rupiah Token; IDRT; 7136094,823955134; 6,93639617951847e-05;955864.49034891;None;130112000000
EvidenZ; BCDT; 7091588,312708445; 0,18405933741278;0;40835044;40835044.38886192
CoverCompared; CVR; 7082646,64326184; 0,1142243730092348;86573.33025845;137865569;137865569
carVertical; CV; 7076707,065320061; 0,0009280345294293753;167565.41321677;9904435614;9835745291.659302
BOX Token; BOX; 7018895,501182032; 0,07034600003422;0;None;100000000
Caspian; CSP; 6954544,296589541; 0,015487710812111146;529278.39823262;None;1000000000
AtromG8; AG8; 6929877,091552655; 0,16499707360839655;230928.76153423;84000000;84000000
Burency; BUY; 6926605,200078013; 0,03572657648993205;770189.53515536;700000000;700000000
ColossusXT; COLX; 6890275,253857252; 0,0005411625894263878;2.19935907;None;13344276521.676565
YAM V3; YAM; 6886927,549489966; 0,5360451108373858;4443456.14326066;None;14041306.96984488
Credits; CS; 6836648,480903403; 0,03059499650588877;153701.04301713;249471071;249471071.21
Time New Bank; TNB; 6815799,828252588; 0,0016735875459448978;655506.41716526;None;4413848444.218691
Egretia; EGT; 6814838,08230335; 0,0016153875665427754;3790478.51046731;None;8000000000
Aeon; AEON; 6799568,832874124; 0,4294972875974251;801.38666997;None;15831459.311211
Swerve; SWRV; 6792398,035277059; 0,432450775023716;2344091.03154489;33000000;17878213.79741437
Edgeless; EDG; 6790130,606959686; 0,05558984208719391;2895.68990819;None;132046997
Mobilian Coin; MBN; 6754035,711212153; 0,047733623977871564;1041238.7217362;10000000000;10000000000
Tarot; TAROT; 6734526,589764782; 0,4067274568562931;386175.91266161;100000000;100000000
Dogey-Inu; DINU; 6684928,768963811; 1,5984843151669895e-08;34038.27335727;1000000000000000;964970168188516.5
Dacxi; DACXI; 6689335,896569483; 0,002850943786879008;47233.76686153;10000000000;10000000000
Spaceswap MILK2; MILK2; 6667759,37814601; 0,9038655272409054;5327881.72641227;65200000;7441642.04074359
YUMMY; YUMMY; 6624917,9841113845; 8,565011037179935e-06;198754.31857402;1000000000000;1000000000000
Zap; ZAP; 6592721,705234248; 0,027918171638002393;69058.34664136;520000000;520000000
Insights Network; INSTAR; 6585463,397156125; 0,03347062762664027;146.00965638;300000000;288477489.9667
OG Fan Token; OG; 6563560,323858876; 5,1497686009869295;8273433.47174109;None;5000000
Ycash; YEC; 6557697,027577375; 0,5533311593882214;28843.35432926;21000000;11851306.25
MakiSwap; MAKI; 6552086,900476653; 0,09499671880692682;558535.13868264;1000000000;96576637
Dynamic; DYN; 6544115,3218206875; 0,4254740799996644;91.06733749;None;15380761.43633908
Whiteheart; WHITE; 6536383,170161693; 735,4166483080213;69904.92584647;8888;8888
Kira Network; KEX; 6496594,972671269; 0,5183970591857131;522139.48668535;300000000;300000000
Chainge; CHNG; 6469823,383533195; 0,12348331596630556;4347251.83414339;814670050;52394312
ChangeNOW Token; NOW; 6452762,717280604; 0,07694594910917228;46311.5110606;None;199763509.8661694
Graviton; GTON; 6433716,737558867; 1,7723249325249626;14145.89834168;21000000;17369900
